,index,mean,SE,error,lower,upper,p_value,sig,experience
29,2.18592964824,61.642,4.589,0.103,57.509,65.995,0.0,***,2.18592964824
30,2.26130653266,61.817,4.566,0.102,57.392,65.802,0.0,***,2.26130653266
31,2.33668341709,61.992,4.544,0.102,57.547,65.887,0.0,***,2.33668341709
32,2.41206030151,62.167,4.522,0.101,57.694,66.007,0.0,***,2.41206030151
33,2.48743718593,62.341,4.501,0.101,57.999,66.284,0.0,***,2.48743718593
34,2.56281407035,62.515,4.48,0.1,57.852,66.087,0.0,***,2.56281407035
35,2.63819095477,62.689,4.46,0.1,58.129,66.288,0.0,***,2.63819095477
36,2.7135678392,62.862,4.441,0.099,58.377,66.502,0.0,***,2.7135678392
37,2.78894472362,63.035,4.422,0.099,58.823,66.889,0.0,***,2.78894472362
38,2.86432160804,63.207,4.404,0.099,59.496,67.519,0.0,***,2.86432160804
39,2.93969849246,63.379,4.387,0.098,59.787,67.766,0.0,***,2.93969849246
40,3.01507537688,63.551,4.37,0.098,59.938,67.885,0.0,***,3.01507537688
41,3.09045226131,63.723,4.354,0.097,59.724,67.622,0.0,***,3.09045226131
42,3.16582914573,63.894,4.338,0.097,59.938,67.786,0.0,***,3.16582914573
43,3.24120603015,64.064,4.323,0.097,60.053,67.885,0.0,***,3.24120603015
44,3.31658291457,64.235,4.309,0.096,60.178,67.983,0.0,***,3.31658291457
45,3.39195979899,64.404,4.296,0.096,60.047,67.818,0.0,***,3.39195979899
46,3.46733668342,64.574,4.283,0.096,60.087,67.82,0.0,***,3.46733668342
47,3.54271356784,64.743,4.271,0.096,60.321,68.018,0.0,***,3.54271356784
48,3.61809045226,64.912,4.259,0.095,60.514,68.182,0.0,***,3.61809045226
49,3.69346733668,65.08,4.248,0.095,60.756,68.42,0.0,***,3.69346733668
50,3.76884422111,65.248,4.238,0.095,61.092,68.746,0.0,***,3.76884422111
51,3.84422110553,65.415,4.228,0.095,61.258,68.865,0.0,***,3.84422110553
52,3.91959798995,65.582,4.219,0.094,61.493,69.073,0.0,***,3.91959798995
53,3.99497487437,65.749,4.211,0.094,61.654,69.23,0.0,***,3.99497487437
54,4.07035175879,65.915,4.203,0.094,62.166,69.719,0.0,***,4.07035175879
55,4.14572864322,66.081,4.196,0.094,62.38,69.923,0.0,***,4.14572864322
56,4.22110552764,66.246,4.189,0.094,62.387,69.933,0.0,***,4.22110552764
57,4.29648241206,66.411,4.183,0.094,62.569,70.103,0.0,***,4.29648241206
58,4.37185929648,66.576,4.178,0.093,62.639,70.172,0.0,***,4.37185929648
59,4.4472361809,66.74,4.173,0.093,62.789,70.341,0.0,***,4.4472361809
60,4.52261306533,66.903,4.169,0.093,63.224,70.714,0.0,***,4.52261306533
61,4.59798994975,67.066,4.166,0.093,63.39,70.873,0.0,***,4.59798994975
62,4.67336683417,67.229,4.162,0.093,63.595,71.064,0.0,***,4.67336683417
63,4.74874371859,67.391,4.16,0.093,63.802,71.274,0.0,***,4.74874371859
64,4.82412060302,67.553,4.158,0.093,64.031,71.534,0.0,***,4.82412060302
65,4.89949748744,67.714,4.157,0.093,64.196,71.7,0.0,***,4.89949748744
66,4.97487437186,67.875,4.156,0.093,64.354,71.905,0.0,***,4.97487437186
67,5.05025125628,68.035,4.156,0.093,64.85,72.412,0.0,***,5.05025125628
68,5.1256281407,68.195,4.156,0.093,64.01,71.594,0.0,***,5.1256281407
69,5.20100502513,68.354,4.157,0.093,64.19,71.78,0.0,***,5.20100502513
70,5.27638190955,68.513,4.158,0.093,64.29,71.891,0.0,***,5.27638190955
71,5.35175879397,68.671,4.16,0.093,64.41,72.019,0.0,***,5.35175879397
72,5.42713567839,68.829,4.162,0.093,64.857,72.477,0.0,***,5.42713567839
73,5.50251256281,68.986,4.165,0.093,65.351,72.966,0.0,***,5.50251256281
74,5.57788944724,69.143,4.168,0.093,65.368,72.973,0.0,***,5.57788944724
75,5.65326633166,69.299,4.171,0.093,65.59,73.164,0.0,***,5.65326633166
76,5.72864321608,69.455,4.175,0.093,65.73,73.307,0.0,***,5.72864321608
77,5.8040201005,69.61,4.18,0.093,66.0,73.569,0.0,***,5.8040201005
78,5.87939698492,69.765,4.185,0.094,66.139,73.714,0.0,***,5.87939698492
79,5.95477386935,69.919,4.19,0.094,66.273,73.88,0.0,***,5.95477386935
80,6.03015075377,70.073,4.196,0.094,66.453,74.095,0.0,***,6.03015075377
81,6.10552763819,70.226,4.202,0.094,66.607,74.265,0.0,***,6.10552763819
82,6.18090452261,70.379,4.208,0.094,66.574,74.248,0.0,***,6.18090452261
83,6.25628140704,70.531,4.215,0.094,66.797,74.506,0.0,***,6.25628140704
84,6.33165829146,70.683,4.222,0.094,66.952,74.652,0.0,***,6.33165829146
85,6.40703517588,70.834,4.23,0.095,67.008,74.76,0.0,***,6.40703517588
86,6.4824120603,70.985,4.237,0.095,67.143,74.89,0.0,***,6.4824120603
87,6.55778894472,71.135,4.246,0.095,67.278,75.078,0.0,***,6.55778894472
88,6.63316582915,71.284,4.254,0.095,67.387,75.219,0.0,***,6.63316582915
89,6.70854271357,71.433,4.263,0.095,67.475,75.32,0.0,***,6.70854271357
90,6.78391959799,71.582,4.272,0.096,67.649,75.532,0.0,***,6.78391959799
91,6.85929648241,71.729,4.281,0.096,67.641,75.543,0.0,***,6.85929648241
92,6.93467336683,71.877,4.29,0.096,67.791,75.714,0.0,***,6.93467336683
93,7.01005025126,72.024,4.3,0.096,67.963,75.91,0.0,***,7.01005025126
94,7.08542713568,72.17,4.31,0.096,68.023,76.005,0.0,***,7.08542713568
95,7.1608040201,72.316,4.32,0.097,68.112,76.145,0.0,***,7.1608040201
96,7.23618090452,72.461,4.331,0.097,67.986,76.058,0.0,***,7.23618090452
97,7.31155778894,72.605,4.342,0.097,68.095,76.18,0.0,***,7.31155778894
98,7.38693467337,72.749,4.352,0.097,68.254,76.342,0.0,***,7.38693467337
99,7.46231155779,72.893,4.363,0.098,68.343,76.505,0.0,***,7.46231155779
100,7.53768844221,73.036,4.375,0.098,68.332,76.514,0.0,***,7.53768844221
101,7.61306532663,73.178,4.386,0.098,68.639,76.856,0.0,***,7.61306532663
102,7.68844221106,73.32,4.398,0.098,68.907,77.153,0.0,***,7.68844221106
103,7.76381909548,73.461,4.409,0.099,69.037,77.304,0.0,***,7.76381909548
104,7.8391959799,73.602,4.421,0.099,69.131,77.445,0.0,***,7.8391959799
105,7.91457286432,73.742,4.433,0.099,69.384,77.72,0.0,***,7.91457286432
106,7.98994974874,73.882,4.445,0.099,69.513,77.878,0.0,***,7.98994974874
107,8.06532663317,74.021,4.457,0.1,69.489,77.891,0.0,***,8.06532663317
108,8.14070351759,74.159,4.47,0.1,69.623,78.076,0.0,***,8.14070351759
109,8.21608040201,74.297,4.482,0.1,69.737,78.225,0.0,***,8.21608040201
110,8.29145728643,74.435,4.495,0.101,70.567,79.082,0.0,***,8.29145728643
111,8.36683417085,74.571,4.507,0.101,70.477,79.032,0.0,***,8.36683417085
112,8.44221105528,74.708,4.52,0.101,70.211,78.8,0.0,***,8.44221105528
113,8.5175879397,74.843,4.533,0.101,70.373,78.991,0.0,***,8.5175879397
114,8.59296482412,74.978,4.545,0.102,70.5,79.146,0.0,***,8.59296482412
115,8.66834170854,75.113,4.558,0.102,71.063,79.748,0.0,***,8.66834170854
116,8.74371859296,75.247,4.571,0.102,71.222,79.936,0.0,***,8.74371859296
117,8.81909547739,75.38,4.584,0.103,71.349,80.099,0.0,***,8.81909547739
118,8.89447236181,75.513,4.597,0.103,71.117,79.901,0.0,***,8.89447236181
119,8.96984924623,75.645,4.61,0.103,72.298,81.101,0.0,***,8.96984924623
120,9.04522613065,75.777,4.623,0.103,72.415,81.227,0.0,***,9.04522613065
121,9.12060301508,75.908,4.636,0.104,71.301,80.146,0.0,***,9.12060301508
122,9.1959798995,76.038,4.649,0.104,72.713,81.575,0.0,***,9.1959798995
123,9.27135678392,76.168,4.662,0.104,72.73,81.625,0.0,***,9.27135678392
124,9.34673366834,76.297,4.675,0.105,73.035,81.948,0.0,***,9.34673366834
125,9.42211055276,76.426,4.688,0.105,73.082,82.017,0.0,***,9.42211055276
126,9.49748743719,76.554,4.701,0.105,73.185,82.111,0.0,***,9.49748743719
127,9.57286432161,76.682,4.714,0.105,73.218,82.156,0.0,***,9.57286432161
128,9.64824120603,76.809,4.727,0.106,73.328,82.304,0.0,***,9.64824120603
129,9.72361809045,76.935,4.74,0.106,73.46,82.455,0.0,***,9.72361809045
130,9.79899497487,77.061,4.753,0.106,73.594,82.614,0.0,***,9.79899497487
131,9.8743718593,77.187,4.766,0.107,73.896,82.914,0.0,***,9.8743718593
132,9.94974874372,77.311,4.779,0.107,73.885,82.946,0.0,***,9.94974874372
133,10.0251256281,77.435,4.791,0.107,74.003,83.12,0.0,***,10.0251256281
134,10.1005025126,77.559,4.804,0.107,74.143,83.277,0.0,***,10.1005025126
135,10.175879397,77.682,4.817,0.108,74.379,83.537,0.0,***,10.175879397
136,10.2512562814,77.804,4.829,0.108,74.441,83.63,0.0,***,10.2512562814
137,10.3266331658,77.926,4.842,0.108,74.597,83.815,0.0,***,10.3266331658
138,10.4020100503,78.048,4.854,0.109,73.998,83.229,0.0,***,10.4020100503
139,10.4773869347,78.168,4.867,0.109,74.115,83.348,0.0,***,10.4773869347
140,10.5527638191,78.289,4.879,0.109,74.221,83.482,0.0,***,10.5527638191
141,10.6281407035,78.408,4.891,0.109,74.312,83.596,0.0,***,10.6281407035
142,10.7035175879,78.527,4.903,0.11,74.401,83.698,0.0,***,10.7035175879
143,10.7788944724,78.646,4.916,0.11,74.565,83.891,0.0,***,10.7788944724
144,10.8542713568,78.764,4.928,0.11,74.675,84.023,0.0,***,10.8542713568
145,10.9296482412,78.881,4.939,0.11,75.45,84.793,0.0,***,10.9296482412
146,11.0050251256,78.998,4.951,0.111,75.539,84.925,0.0,***,11.0050251256
147,11.0804020101,79.114,4.963,0.111,74.88,84.278,0.0,***,11.0804020101
148,11.1557788945,79.229,4.975,0.111,75.016,84.423,0.0,***,11.1557788945
149,11.2311557789,79.344,4.986,0.112,74.996,84.42,0.0,***,11.2311557789
150,11.3065326633,79.459,4.998,0.112,75.118,84.549,0.0,***,11.3065326633
151,11.3819095477,79.573,5.009,0.112,75.236,84.648,0.0,***,11.3819095477
152,11.4572864322,79.686,5.02,0.112,75.314,84.746,0.0,***,11.4572864322
153,11.5326633166,79.799,5.031,0.113,75.462,84.894,0.0,***,11.5326633166
154,11.608040201,79.911,5.042,0.113,75.606,85.056,0.0,***,11.608040201
155,11.6834170854,80.023,5.053,0.113,75.717,85.17,0.0,***,11.6834170854
156,11.7587939698,80.134,5.064,0.113,75.847,85.298,0.0,***,11.7587939698
157,11.8341708543,80.245,5.075,0.113,75.986,85.427,0.0,***,11.8341708543
158,11.9095477387,80.355,5.085,0.114,76.125,85.564,0.0,***,11.9095477387
159,11.9849246231,80.464,5.096,0.114,76.222,85.66,0.0,***,11.9849246231
160,12.0603015075,80.573,5.106,0.114,76.349,85.805,0.0,***,12.0603015075
161,12.135678392,80.682,5.116,0.114,76.488,85.955,0.0,***,12.135678392
162,12.2110552764,80.789,5.126,0.115,76.582,86.059,0.0,***,12.2110552764
163,12.2864321608,80.897,5.136,0.115,76.67,86.156,0.0,***,12.2864321608
164,12.3618090452,81.003,5.146,0.115,76.812,86.313,0.0,***,12.3618090452
165,12.4371859296,81.11,5.156,0.115,76.921,86.432,0.0,***,12.4371859296
166,12.5125628141,81.215,5.165,0.116,77.01,86.536,0.0,***,12.5125628141
167,12.5879396985,81.32,5.175,0.116,77.131,86.664,0.0,***,12.5879396985
168,12.6633165829,81.425,5.184,0.116,77.233,86.774,0.0,***,12.6633165829
169,12.7386934673,81.529,5.193,0.116,77.359,86.91,0.0,***,12.7386934673
170,12.8140703518,81.632,5.202,0.116,77.452,87.006,0.0,***,12.8140703518
171,12.8894472362,81.735,5.211,0.117,77.53,87.11,0.0,***,12.8894472362
172,12.9648241206,81.838,5.22,0.117,77.517,87.124,0.0,***,12.9648241206
173,13.040201005,81.939,5.229,0.117,77.716,87.342,0.0,***,13.040201005
174,13.1155778894,82.041,5.237,0.117,77.725,87.353,0.0,***,13.1155778894
175,13.1909547739,82.142,5.246,0.117,77.902,87.546,0.0,***,13.1909547739
176,13.2663316583,82.242,5.254,0.118,77.959,87.631,0.0,***,13.2663316583
177,13.3417085427,82.342,5.262,0.118,78.025,87.725,0.0,***,13.3417085427
178,13.4170854271,82.441,5.27,0.118,78.107,87.824,0.0,***,13.4170854271
179,13.4924623116,82.539,5.278,0.118,78.211,87.941,0.0,***,13.4924623116
180,13.567839196,82.638,5.286,0.118,78.357,88.093,0.0,***,13.567839196
181,13.6432160804,82.735,5.294,0.118,78.458,88.196,0.0,***,13.6432160804
182,13.7185929648,82.832,5.301,0.119,78.567,88.302,0.0,***,13.7185929648
183,13.7939698492,82.929,5.309,0.119,78.656,88.408,0.0,***,13.7939698492
184,13.8693467337,83.025,5.316,0.119,78.76,88.514,0.0,***,13.8693467337
185,13.9447236181,83.12,5.323,0.119,78.874,88.65,0.0,***,13.9447236181
186,14.0201005025,83.215,5.33,0.119,78.948,88.748,0.0,***,14.0201005025
187,14.0954773869,83.31,5.337,0.119,79.966,89.76,0.0,***,14.0954773869
188,14.1708542714,83.404,5.344,0.12,80.106,89.906,0.0,***,14.1708542714
189,14.2462311558,83.497,5.35,0.12,80.279,90.069,0.0,***,14.2462311558
190,14.3216080402,83.59,5.357,0.12,80.325,90.104,0.0,***,14.3216080402
191,14.3969849246,83.683,5.363,0.12,80.413,90.183,0.0,***,14.3969849246
192,14.472361809,83.775,5.37,0.12,80.505,90.267,0.0,***,14.472361809
193,14.5477386935,83.866,5.376,0.12,80.564,90.337,0.0,***,14.5477386935
194,14.6231155779,83.957,5.382,0.12,80.642,90.415,0.0,***,14.6231155779
195,14.6984924623,84.048,5.387,0.12,80.774,90.523,0.0,***,14.6984924623
196,14.7738693467,84.138,5.393,0.121,80.882,90.621,0.0,***,14.7738693467
197,14.8492462312,84.227,5.399,0.121,80.966,90.717,0.0,***,14.8492462312
198,14.9246231156,84.316,5.404,0.121,81.051,90.813,0.0,***,14.9246231156
199,15.0,84.405,5.41,0.121,81.127,90.878,0.0,***,15.0
